code;ratingc;e;d;c;b;a;resc
8552;D;3;2;0;0;0;2
9572;E;0;0;0;0;0;0
1778;D;0;1;0;0;0;1
7989;D;4;0;0;0;0;0
2481;D;0;0;0;0;0;0
11506;E;0;0;0;0;0;0
7920;E;0;0;0;0;0;0
8255;D;8;3;0;0;0;3
4357;E;0;0;0;0;0;0
9934;C;0;0;0;0;0;0
5961;D;6;0;0;0;0;0
2380;D;0;0;0;0;0;0
11778;E;0;0;0;0;0;0
11854;E;2;0;0;0;0;6
9467;E;3;0;0;0;0;9
6284;D;4;0;0;0;0;0
2493;D;0;2;0;0;0;2
4141;E;0;0;0;0;0;0
8375;D;4;0;0;0;0;0
4812;A;5;12;14;13;0;0
6001;E;0;0;0;0;0;0
7518;D;4;0;0;0;0;0
76;A;0;0;0;3;0;0
2269;D;0;0;0;0;0;0
8644;D;4;0;0;0;0;0
6590;C;0;0;10;0;0;10
7077;B;7;12;12;0;0;0
3908;D;5;0;0;0;0;0
5487;E;1;0;0;0;0;3
6501;D;5;0;0;0;0;0
2378;D;0;0;0;0;0;0
2821;E;2;0;0;0;0;6
8557;E;0;0;0;0;0;0
10793;E;0;0;0;0;0;0
6973;D;5;0;0;0;0;0
780;C;0;0;0;0;0;0
7448;C;0;14;3;0;0;3
10774;E;0;0;0;0;0;0
11131;E;0;0;0;0;0;0
4533;D;4;0;0;0;0;0
11863;E;1;0;0;0;0;3
2956;D;0;1;0;0;0;1
5936;B;0;13;12;0;0;0
1549;C;0;13;0;0;0;0
7985;D;4;0;0;0;0;0
5631;E;0;0;0;0;0;0
11826;E;2;0;0;0;0;6
1915;D;0;0;0;0;0;0
11679;E;2;0;0;0;0;6
4959;E;3;0;0;0;0;9
8923;E;0;0;0;0;0;0
5708;C;3;13;0;0;0;0
10184;C;5;12;3;0;0;3
2106;C;0;0;0;0;0;0
4497;E;0;0;0;0;0;0
7961;D;4;10;0;0;0;10
9161;D;0;0;0;0;0;0
1746;D;0;0;0;0;0;0
1316;D;0;0;0;0;0;0
8656;E;0;0;0;0;0;0
4611;E;0;0;0;0;0;0
4579;E;0;0;0;0;0;0
11119;E;3;0;0;0;0;9
9664;E;0;0;0;0;0;0
10504;D;0;0;0;0;0;0
7743;E;3;0;0;0;0;9
5384;E;1;0;0;0;0;3
709;C;0;3;10;0;0;10
1818;D;0;2;0;0;0;2
7796;E;1;0;0;0;0;3
11486;E;0;0;0;0;0;0
85;D;0;1;0;0;0;1
10506;D;5;0;0;0;0;0
9658;E;0;0;0;0;0;0
6786;E;0;0;0;0;0;0
2785;E;2;0;0;0;0;6
11397;E;3;0;0;0;0;9
9639;D;5;0;0;0;0;0
3802;E;0;0;0;0;0;0
1226;D;0;3;0;0;0;3
3297;C;0;12;1;0;0;1
6615;E;3;0;0;0;0;9
5570;E;0;0;0;0;0;0
7699;D;4;0;0;0;0;0
4614;D;5;0;0;0;0;0
6291;D;7;5;0;0;0;5
7712;E;0;0;0;0;0;0
11860;E;1;0;0;0;0;3
11186;E;0;0;0;0;0;0
10715;D;5;0;0;0;0;0
8221;D;7;0;0;0;0;0
2020;D;0;0;0;0;0;0
4296;E;1;0;0;0;0;3
4942;E;0;0;0;0;0;0
9921;E;0;0;0;0;0;0
6597;E;0;0;0;0;0;0
1353;C;0;14;0;0;0;0
2362;B;0;12;12;0;0;0
6062;E;0;0;0;0;0;0
11692;C;0;0;0;0;0;0
9887;D;5;0;0;0;0;0
4782;E;0;0;0;0;0;0
8480;E;0;0;0;0;0;0
11144;D;4;0;0;0;0;0
7708;E;0;0;0;0;0;0
565;A;0;0;0;0;0;0
9291;C;0;12;0;0;0;0
11857;E;0;0;0;0;0;0
10211;E;0;0;0;0;0;0
2587;D;0;0;0;0;0;0
4449;E;0;0;0;0;0;0
3474;E;1;0;0;0;0;3
6095;D;7;0;0;0;0;0
2364;D;0;3;0;0;0;3
10848;E;0;0;0;0;0;0
6517;C;5;13;6;0;0;6
8436;E;2;0;0;0;0;6
9066;E;0;0;0;0;0;0
10598;E;0;0;0;0;0;0
9146;D;4;0;0;0;0;0
10232;C;0;0;0;0;0;0
130;A;0;0;0;0;0;0
11171;E;0;0;0;0;0;0
10564;E;0;0;0;0;0;0
781;A;0;16;11;12;0;0
2529;C;0;16;0;0;0;0
11274;E;0;0;0;0;0;0
9857;E;0;0;0;0;0;0
4262;E;3;0;0;0;0;9
2832;E;0;0;0;0;0;0
2069;C;0;0;3;0;0;3
9519;D;5;0;0;0;0;0
7617;E;2;0;0;0;0;6
7811;D;4;0;0;0;0;0
5539;D;6;0;0;0;0;0
3857;E;0;0;0;0;0;0
8305;E;0;0;0;0;0;0
3787;D;4;0;0;0;0;0
3939;D;0;0;0;0;0;0
4534;E;2;0;0;0;0;6
7571;E;0;0;0;0;0;0
4966;E;0;0;0;0;0;0
782;B;0;0;11;4;0;4
6924;D;7;1;0;0;0;1
2607;D;0;0;0;0;0;0
10129;E;0;0;0;0;0;0
11499;E;1;0;0;0;0;3
4897;E;1;0;0;0;0;3
6253;D;5;2;0;0;0;2
3648;D;8;0;0;0;0;0
9270;D;5;0;0;0;0;0
6688;E;1;0;0;0;0;3
11569;E;0;0;0;0;0;0
2609;D;0;1;0;0;0;1
8865;E;1;0;0;0;0;3
5406;E;1;0;0;0;0;3
8408;E;3;0;0;0;0;9
10324;D;5;0;0;0;0;0
8564;D;4;0;0;0;0;0
7709;C;6;13;3;0;0;3
3766;D;0;1;0;0;0;1
4431;D;5;0;0;0;0;0
9686;D;5;0;0;0;0;0
4933;D;6;0;0;0;0;0
9285;C;0;12;0;0;0;0
5019;E;1;0;0;0;0;3
1170;D;0;0;0;0;0;0
1696;C;0;0;0;0;0;0
5970;A;4;12;15;12;0;0
3145;B;0;0;13;10;0;10
2671;D;0;1;0;0;0;1
8285;E;0;0;0;0;0;0
7529;E;0;0;0;0;0;0
5789;E;0;0;0;0;0;0
5853;E;2;0;0;0;0;6
11312;E;3;0;0;0;0;9
7737;E;1;0;0;0;0;3
6356;E;0;0;0;0;0;0
10907;E;0;0;0;0;0;0
6815;E;0;0;0;0;0;0
7979;D;7;0;0;0;0;0
3346;E;0;0;0;0;0;0
5036;D;5;0;0;0;0;0
5021;D;6;8;0;0;0;8
4200;D;5;4;0;0;0;4
10810;D;4;0;0;0;0;0
6331;D;7;0;0;0;0;0
5212;E;0;0;0;0;0;0
5395;B;8;14;14;1;0;1
5308;D;0;1;0;0;0;1
1368;D;0;0;0;0;0;0
7516;E;0;0;0;0;0;0
7840;D;4;1;0;0;0;1
302;A;0;0;0;0;0;0
5354;C;3;9;7;0;0;7
6773;C;5;13;0;0;0;0
3927;D;0;9;0;0;0;9
3063;B;0;0;14;4;0;4
3572;C;0;16;0;0;0;0
4691;E;0;0;0;0;0;0
6242;D;4;0;0;0;0;0
1911;D;0;0;0;0;0;0
11701;D;7;0;0;0;0;0
7705;E;0;0;0;0;0;0
1657;C;0;0;0;0;0;0
4285;E;0;0;0;0;0;0
9549;E;0;0;0;0;0;0
4175;C;5;16;0;0;0;0
1976;D;0;2;0;0;0;2
10378;E;0;0;0;0;0;0
3180;E;0;0;0;0;0;0
11879;E;0;0;0;0;0;0
1168;D;0;3;0;0;0;3
9731;D;5;0;0;0;0;0
5298;D;0;0;0;0;0;0
9668;E;0;0;0;0;0;0
6435;B;4;0;12;0;0;0
2409;D;0;0;0;0;0;0
4457;D;4;0;0;0;0;0
5152;E;0;0;0;0;0;0
11215;E;0;0;0;0;0;0
5848;D;0;3;0;0;0;3
6767;E;0;0;0;0;0;0
7054;D;7;0;0;0;0;0
3498;D;5;0;0;0;0;0
10945;E;1;0;0;0;0;3
4164;E;0;0;0;0;0;0
2870;C;0;6;3;0;0;3
7924;E;0;0;0;0;0;0
8382;E;0;0;0;0;0;0
4651;E;0;0;0;0;0;0
11858;E;1;0;0;0;0;3
5833;E;1;0;0;0;0;3
2306;D;0;0;0;0;0;0
10072;E;0;0;0;0;0;0
9988;E;0;0;0;0;0;0
10116;B;5;6;13;0;0;0
10689;E;0;0;0;0;0;0
11644;D;4;0;0;0;0;0
2819;D;6;1;0;0;0;1
7302;E;1;0;0;0;0;3
2315;D;0;0;0;0;0;0
4036;E;0;0;0;0;0;0
10485;D;4;2;0;0;0;2
8502;E;0;0;0;0;0;0
9296;E;0;0;0;0;0;0
7180;E;0;0;0;0;0;0
6106;D;4;10;0;0;0;10
10373;C;3;0;0;4;0;8
7304;C;4;12;2;0;0;2
6654;E;0;0;0;0;0;0
5271;D;6;0;0;0;0;0
1583;D;0;0;0;0;0;0
4495;D;6;0;0;0;0;0
9999;D;4;0;0;0;0;0
9394;E;0;0;0;0;0;0
11224;E;0;0;0;0;0;0
8741;D;5;0;0;0;0;0
1612;D;0;1;0;0;0;1
9378;D;4;0;0;0;0;0
4594;D;4;0;0;0;0;0
10176;C;6;12;0;0;0;0
3595;E;0;0;0;0;0;0
3622;E;0;0;0;0;0;0
8102;E;0;0;0;0;0;0
10589;D;4;0;0;0;0;0
10926;D;7;0;0;0;0;0
1967;C;0;14;0;0;0;0
1974;C;0;14;0;0;0;0
9993;E;1;0;0;0;0;3
6003;E;1;0;0;0;0;3
5785;E;0;0;0;0;0;0
3561;D;0;1;0;0;0;1
7888;D;5;0;0;0;0;0
7295;D;5;0;0;0;0;0
6676;E;0;0;0;0;0;0
6723;E;0;0;0;0;0;0
6926;E;0;0;0;0;0;0
9311;D;4;0;0;0;0;0
4557;E;0;0;0;0;0;0
4736;E;0;0;0;0;0;0
11606;E;0;0;0;0;0;0
3717;D;4;0;0;0;0;0
1630;D;0;0;0;0;0;0
3106;C;5;14;0;0;0;0
8103;E;0;0;0;0;0;0
11798;E;0;0;0;0;0;0
5746;B;4;14;12;0;0;0
2776;D;0;0;0;0;0;0
6511;D;5;0;0;0;0;0
5897;B;7;13;12;0;0;0
2248;D;0;0;0;0;0;0
6722;E;0;0;0;0;0;0
7281;D;4;0;5;0;0;10
7770;E;0;0;0;0;0;0
7307;E;0;0;0;0;0;0
9503;E;2;0;0;0;0;6
10240;E;3;0;0;0;0;9
9655;E;0;0;0;0;0;0
8874;E;3;0;0;0;0;9
3395;E;0;0;0;0;0;0
7644;E;0;0;0;0;0;0
6883;C;7;12;1;0;0;1
4199;C;4;11;1;0;0;1
4688;D;0;0;0;0;0;0
5360;C;0;12;6;0;0;6
2092;D;0;0;0;0;0;0
11150;E;0;0;0;0;0;0
11031;E;0;0;0;0;0;0
1939;D;0;1;0;0;0;1
3643;D;4;0;0;0;0;0
10788;E;2;0;0;0;0;6
1153;D;0;0;0;0;0;0
9927;E;0;0;0;0;0;0
8806;D;0;0;0;0;0;0
1638;A;0;0;14;16;0;0
8349;E;0;0;0;0;0;0
5664;E;0;0;0;0;0;0
10157;E;0;0;0;0;0;0
2867;D;0;6;0;0;0;6
9992;E;0;0;0;0;0;0
11618;E;1;0;0;0;0;3
2108;D;0;1;0;0;0;1
7164;D;4;0;0;0;0;0
9898;D;4;0;0;0;0;0
7650;E;0;0;0;0;0;0
11403;E;0;0;0;0;0;0
6906;D;5;0;0;0;0;0
8677;D;4;0;0;0;0;0
3963;E;0;0;0;0;0;0
11883;E;0;0;0;0;0;0
11838;E;0;0;0;0;0;0
4748;E;0;0;0;0;0;0
4900;E;1;0;0;0;0;3
863;B;0;5;15;4;0;4
5214;E;2;0;0;0;0;6
1760;D;0;1;0;0;0;1
9981;E;0;0;0;0;0;0
6871;E;0;0;0;0;0;0
3449;D;0;2;0;0;0;2
10769;D;5;0;0;0;0;0
9909;E;0;0;0;0;0;0
2797;D;0;6;0;0;0;6
783;D;0;0;4;0;0;8
7897;E;0;0;0;0;0;0
3225;B;2;13;15;7;0;7
8652;D;4;0;0;0;0;0
5520;C;5;13;0;0;0;0
3385;D;0;0;0;0;0;0
7218;E;3;0;0;0;0;9
4301;E;0;0;0;0;0;0
7729;E;0;0;0;0;0;0
7787;C;1;12;2;0;0;2
2949;D;0;0;0;0;0;0
8104;E;0;0;0;0;0;0
7073;E;2;0;0;0;0;6
4369;D;0;0;0;0;0;0
2720;E;0;0;0;0;0;0
1008;A;0;10;12;13;0;0
1658;A;0;0;13;13;0;0
1315;D;0;7;0;0;0;7
8523;E;0;0;0;0;0;0
6317;D;5;0;0;0;0;0
9747;E;0;0;0;0;0;0
1715;D;0;0;0;0;0;0
4912;E;0;0;0;0;0;0
4046;D;6;0;0;0;0;0
4368;C;4;13;7;0;0;7
784;B;0;8;12;0;0;0
4626;D;5;0;0;0;0;0
10798;E;0;0;0;0;0;0
8444;E;0;0;0;0;0;0
2238;D;0;5;0;0;0;5
4445;E;0;0;0;0;0;0
1678;C;0;0;0;0;0;0
5772;E;0;0;0;0;0;0
1004;D;0;2;0;0;0;2
1902;A;0;0;15;12;0;0
2228;B;0;14;12;0;0;0
6140;D;9;0;0;0;0;0
10786;E;0;0;0;0;0;0
9579;E;0;0;0;0;0;0
10582;D;5;0;0;0;0;0
9762;E;0;0;0;0;0;0
6537;D;6;0;0;0;0;0
11020;D;4;0;0;0;0;0
4339;B;4;12;12;0;0;0
11689;E;0;0;0;0;0;0
7908;D;5;0;0;0;0;0
9476;E;0;0;0;0;0;0
9464;E;0;0;0;0;0;0
4618;D;5;0;0;0;0;0
1846;C;0;13;0;0;0;0
4450;E;0;0;0;0;0;0
4460;E;0;0;0;0;0;0
10845;E;0;0;0;0;0;0
3516;E;3;0;0;0;0;9
3594;E;0;0;0;0;0;0
3565;A;0;14;12;13;0;0
8891;D;6;0;0;0;0;0
1405;C;0;3;0;0;0;0
6026;E;0;0;0;0;0;0
2482;D;0;0;0;0;0;0
9625;E;1;0;0;0;0;3
7122;D;4;0;1;0;0;2
8960;D;4;0;0;0;0;0
5910;E;1;0;0;0;0;3
9926;E;0;0;0;0;0;0
10698;E;0;0;0;0;0;0
9190;E;0;0;0;0;0;0
5879;E;2;0;0;0;0;6
2209;D;0;5;0;0;0;5
7165;D;5;2;0;0;0;2
10599;E;0;0;0;0;0;0
1458;D;0;2;0;0;0;2
10490;D;0;0;0;0;0;0
1281;D;0;0;0;0;0;0
10301;E;0;0;0;0;0;0
10644;E;0;0;0;0;0;0
7080;E;0;0;0;0;0;0
667;C;7;12;0;0;0;0
6502;D;4;0;0;0;0;0
8668;E;2;0;0;0;0;6
10416;E;0;0;0;0;0;0
9101;D;4;0;0;0;0;0
11480;E;0;0;0;0;0;0
6710;E;0;0;0;0;0;0
1406;B;0;0;13;0;0;0
2958;D;0;0;0;0;0;0
6975;D;4;0;0;0;0;0
6207;A;6;13;13;12;0;0
11889;E;0;0;0;0;0;0
11820;E;0;0;0;0;0;0
2848;D;0;1;0;0;0;1
1443;D;0;0;0;0;0;0
4869;D;4;1;0;0;0;1
4814;D;4;0;0;0;0;0
5818;E;1;0;0;0;0;3
785;C;0;0;0;0;0;0
5037;E;0;0;0;0;0;0
9823;E;0;0;0;0;0;0
6914;D;4;0;0;0;0;0
4617;E;3;0;0;0;0;9
2648;A;0;0;6;10;1;0
11446;E;0;0;0;0;0;0
11746;E;1;0;0;0;0;3
1516;C;0;0;0;0;0;0
786;C;0;8;2;0;0;2
3573;B;0;11;12;5;0;5
11318;E;2;0;0;0;0;6
7184;D;5;0;0;0;0;0
4877;D;4;1;0;0;0;1
8463;C;8;12;0;0;0;0
5599;B;3;12;12;0;0;0
4485;E;1;0;0;0;0;3
7929;E;0;0;0;0;0;0
9804;D;4;0;0;0;0;0
11635;E;0;0;0;0;0;0
976;D;0;0;0;0;0;0
3817;D;0;0;0;0;0;0
10475;C;3;14;0;0;0;0
2754;C;0;12;0;0;0;0
7616;E;1;0;0;0;0;3
10164;D;5;1;0;0;0;1
11192;D;5;0;0;0;0;0
7482;E;0;0;0;0;0;0
2132;C;0;0;0;0;0;0
10573;D;5;0;0;0;0;0
6656;E;0;0;0;0;0;0
1697;D;0;0;0;0;0;0
7702;D;0;9;0;0;0;9
2278;C;0;13;0;0;0;0
3347;E;0;0;0;0;0;0
6905;D;6;0;0;0;0;0
6916;E;0;0;0;0;0;0
3989;E;0;0;0;0;0;0
10034;E;0;0;0;0;0;0
2538;D;0;1;0;0;0;1
4572;E;0;0;0;0;0;0
7420;D;5;0;0;0;0;0
9092;D;4;0;0;0;0;0
2071;B;0;3;13;5;0;5
3664;E;0;0;0;0;0;0
7243;C;6;14;2;0;0;2
7129;E;0;0;0;0;0;0
10697;E;0;0;0;0;0;0
1220;C;0;12;0;0;0;0
9360;E;0;0;0;0;0;0
4838;C;0;12;0;0;0;0
9512;E;0;0;0;0;0;0
6232;D;4;0;0;0;0;0
11884;E;0;0;0;0;0;0
1102;C;0;0;0;0;0;0
5162;E;0;0;0;0;0;0
3098;E;1;0;0;0;0;3
5840;D;5;0;0;0;0;0
4516;D;0;0;0;0;0;0
1499;B;0;0;12;0;0;0
5551;E;0;0;0;0;0;0
2444;D;0;0;0;0;0;0
8242;D;2;5;0;0;0;5
7673;E;0;0;0;0;0;0
6507;D;6;0;0;0;0;0
8587;E;0;0;0;0;0;0
5242;D;5;0;0;0;0;0
10946;E;0;0;0;0;0;0
10460;D;0;0;4;0;0;8
7012;E;2;0;0;0;0;6
6141;D;0;0;0;0;0;0
6476;D;5;0;0;0;0;0
9359;E;0;0;0;0;0;0
7512;D;7;1;0;0;0;1
6446;E;0;0;0;0;0;0
2443;D;0;2;0;0;0;2
4255;D;4;0;0;0;0;0
10015;D;4;0;0;0;0;0
7376;E;2;0;0;0;0;6
3910;D;4;0;0;0;0;0
9271;D;5;0;0;0;0;0
7684;E;0;0;0;0;0;0
1804;D;0;0;0;0;0;0
3377;C;0;14;2;2;0;6
5223;D;7;0;0;0;0;0
5038;E;0;0;0;0;0;0
7195;D;6;0;0;0;0;0
6415;E;0;0;0;0;0;0
3764;E;0;0;0;0;0;0
8936;E;2;0;0;0;0;6
10855;C;0;0;0;0;0;0
11288;D;0;1;0;0;0;1
8930;E;2;0;0;0;0;6
6493;D;4;0;0;0;0;0
10102;E;3;0;0;0;0;9
6275;A;0;12;13;11;1;0
11766;E;1;0;0;0;0;3
2815;C;0;11;2;0;0;2
5951;E;1;0;0;0;0;3
3752;E;0;0;0;0;0;0
2173;C;0;14;2;0;0;2
6660;E;0;0;0;0;0;0
9662;E;0;0;0;0;0;0
5618;E;0;0;0;0;0;0
11276;D;4;0;0;0;0;0
3934;C;0;0;1;0;0;1
4420;D;0;0;0;0;0;0
4423;D;0;0;0;0;0;0
2391;D;0;1;0;0;0;1
1827;C;0;12;0;0;0;0
11352;E;0;0;0;0;0;0
8082;D;6;0;0;0;0;0
7959;C;1;0;6;0;0;6
4977;D;0;0;0;0;0;0
10224;E;3;0;0;0;0;9
1602;D;0;0;0;0;0;0
1954;D;0;0;0;0;0;0
8669;E;0;0;0;0;0;0
787;D;0;6;0;0;0;6
5552;E;0;0;0;0;0;0
2198;D;0;1;0;0;0;1
2343;D;0;0;0;0;0;0
10626;C;0;0;0;0;0;0
10632;E;2;0;0;0;0;6
7153;E;0;0;0;0;0;0
9552;E;0;0;0;0;0;0
6319;E;0;0;0;0;0;0
11122;E;0;0;0;0;0;0
1673;B;0;0;12;0;0;0
4745;E;0;0;0;0;0;0
10302;D;6;0;0;0;0;0
8846;E;0;0;0;0;0;0
8958;E;0;0;0;0;0;0
9564;D;4;0;0;0;0;0
2393;B;0;0;14;1;0;1
9902;E;0;0;0;0;0;0
9185;E;0;0;0;0;0;0
5444;E;2;0;0;0;0;6
8064;E;3;0;0;0;0;9
10128;D;4;0;0;0;0;0
5696;E;0;0;0;0;0;0
8453;E;0;0;0;0;0;0
9707;D;4;0;0;0;0;0
3569;D;0;1;0;0;0;1
3033;C;0;16;1;0;0;1
2532;D;0;3;0;0;0;3
6353;E;0;0;0;0;0;0
6072;D;4;11;0;0;0;11
2015;D;0;1;0;0;0;1
9389;E;0;0;0;0;0;0
1206;C;0;15;0;0;0;0
8161;E;0;0;0;0;0;0
5483;E;0;0;0;0;0;0
6523;E;1;0;0;0;0;3
9462;E;0;0;0;0;0;0
6792;C;0;0;0;0;0;0
5150;E;0;0;0;0;0;0
1945;C;0;14;0;0;0;0
4473;D;0;2;2;0;0;6
2698;E;0;0;0;0;0;0
6787;D;6;2;0;0;0;2
6558;E;0;0;0;0;0;0
2966;C;0;0;6;0;0;6
8574;E;0;0;0;0;0;0
10567;D;4;0;0;0;0;0
1825;D;0;0;0;0;0;0
10069;D;5;0;0;0;0;0
11597;E;0;0;0;0;0;0
8892;C;0;0;0;0;0;0
8547;E;0;0;0;0;0;0
6315;E;0;0;0;0;0;0
4174;E;0;0;0;0;0;0
5255;E;2;0;0;0;0;6
11542;E;0;0;0;0;0;0
5831;E;0;0;0;0;0;0
8825;E;0;0;0;0;0;0
788;B;0;0;10;5;0;5
789;B;0;0;12;0;0;0
5350;D;0;0;0;0;0;0
7681;E;0;0;0;0;0;0
5667;D;0;0;0;0;0;0
987;C;0;0;0;0;0;0
7493;E;0;0;0;0;0;0
10670;C;2;12;0;0;0;0
1293;D;0;0;0;0;0;0
6770;E;1;0;0;0;0;3
2458;D;0;0;0;0;0;0
5673;D;0;0;0;0;0;0
5067;D;5;0;0;0;0;0
4273;E;0;0;0;0;0;0
11895;E;0;0;0;0;0;0
11428;E;0;0;0;0;0;0
9701;C;0;0;0;0;0;0
11772;E;3;0;0;0;0;9
10074;E;0;0;0;0;0;0
6217;E;0;0;0;0;0;0
4267;E;1;0;0;0;0;3
8058;E;0;0;0;0;0;0
3198;E;2;0;0;0;0;6
5140;E;0;0;0;0;0;0
1730;D;0;2;0;0;0;2
10501;D;5;0;0;0;0;0
7635;E;0;0;0;0;0;0
2953;D;0;0;0;0;0;0
790;B;0;5;13;9;0;9
9288;D;4;2;0;0;0;2
2369;D;0;2;0;0;0;2
7364;E;0;0;0;0;0;0
10902;D;0;0;0;0;0;0
11550;E;0;0;0;0;0;0
3530;A;3;13;13;12;0;0
7546;C;5;16;5;0;0;5
1879;D;0;0;0;0;0;0
6083;D;7;1;0;0;0;1
9567;E;0;0;0;0;0;0
6857;D;6;0;0;0;0;0
4213;E;0;0;0;0;0;0
2747;C;0;0;1;1;0;3
10341;E;0;0;0;0;0;0
3130;E;0;0;0;0;0;0
5113;D;0;0;0;0;0;0
4711;D;0;1;2;0;0;5
11443;E;0;0;0;0;0;0
7730;E;0;0;0;0;0;0
7934;E;0;0;0;0;0;0
7947;E;0;0;0;0;0;0
4206;D;4;0;0;0;0;0
4917;C;4;14;4;0;0;4
4921;E;0;0;0;0;0;0
11734;E;0;0;0;0;0;0
791;D;0;0;0;0;0;0
5572;E;2;0;0;0;0;6
7406;D;6;6;0;0;0;6
9862;E;0;0;0;0;0;0
3776;D;0;0;0;0;0;0
1981;D;0;5;0;0;0;5
9148;E;0;0;0;0;0;0
9097;D;4;0;0;0;0;0
8791;E;2;0;0;0;0;6
4063;B;8;13;12;0;0;0
8847;E;0;0;0;0;0;0
2983;D;0;0;0;0;0;0
6610;E;0;0;0;0;0;0
2927;C;5;12;0;0;0;0
4411;E;0;0;0;0;0;0
7868;D;5;0;0;0;0;0
5670;E;0;0;0;0;0;0
5246;E;0;0;0;0;0;0
2915;C;5;12;0;0;0;0
5716;C;0;12;0;0;0;0
7209;D;5;0;0;0;0;0
5851;E;0;0;0;0;0;0
2828;E;0;0;0;0;0;0
3024;C;2;15;4;0;0;4
2614;D;0;0;0;0;0;0
2623;D;0;0;0;0;0;0
683;D;0;8;0;0;0;8
6211;D;6;4;0;0;0;4
4425;E;0;0;0;0;0;0
7722;E;1;0;0;0;0;3
4;B;0;0;0;0;0;0
1048;C;0;0;0;0;0;0
5447;D;4;0;0;0;0;0
8893;D;6;1;0;0;0;1
5355;B;0;14;13;0;0;0
9231;E;0;0;0;0;0;0
9842;D;4;0;0;0;0;0
4237;D;5;0;0;0;0;0
3344;E;2;0;0;0;0;6
10512;C;5;14;0;0;0;0
5127;E;0;0;0;0;0;0
8530;E;1;0;0;0;0;3
6287;E;0;0;0;0;0;0
4440;D;0;0;0;0;0;0
8105;D;6;2;0;0;0;2
6028;B;1;1;14;3;0;3
9132;D;5;0;0;0;0;0
1541;C;0;14;0;0;0;0
3751;D;4;0;0;0;0;0
3061;C;0;13;0;0;0;0
3008;C;4;13;0;0;0;0
8751;E;0;0;0;0;0;0
11457;E;0;0;0;0;0;0
2262;C;0;0;1;0;0;1
1871;D;0;0;0;0;0;0
3711;E;0;0;0;0;0;0
3508;D;0;6;0;0;0;6
3272;E;0;0;0;0;0;0
9139;E;0;0;0;0;0;0
6536;C;6;0;11;0;0;11
5518;D;4;0;0;0;0;0
9245;E;0;0;0;0;0;0
8836;E;0;0;0;0;0;0
11705;E;2;0;0;0;0;6
2641;C;0;12;0;0;0;0
5544;B;0;15;12;0;0;0
3671;E;0;0;0;0;0;0
9040;E;3;0;0;0;0;9
8018;D;4;0;0;0;0;0
3871;E;1;0;0;0;0;3
1156;D;0;0;0;0;0;0
10806;D;4;0;0;0;0;0
4816;E;0;0;0;0;0;0
7038;E;0;0;0;0;0;0
3055;D;4;0;0;0;0;0
1669;D;0;0;0;0;0;0
3123;D;7;2;0;0;0;2
7799;B;0;12;8;3;0;3
1507;D;0;3;0;0;0;3
8817;E;0;0;0;0;0;0
10991;E;3;0;0;0;0;9
2759;D;0;3;0;0;0;3
9404;E;0;0;0;0;0;0
6853;D;1;5;0;0;0;5
2761;C;0;13;5;0;0;5
4715;D;0;0;0;0;0;0
5220;D;4;0;0;0;0;0
7801;E;0;0;0;0;0;0
9221;E;0;0;0;0;0;0
2528;D;0;5;0;0;0;5
3500;D;4;0;0;0;0;0
9948;E;0;0;0;0;0;0
4291;D;6;0;0;0;0;0
7261;E;0;0;0;0;0;0
11821;E;2;0;0;0;0;6
2598;C;0;13;1;0;0;1
792;C;0;0;0;0;0;0
5039;D;6;0;0;0;0;0
3204;E;3;0;0;0;0;9
9332;D;5;0;0;0;0;0
8260;D;4;0;0;0;0;0
7603;E;0;0;0;0;0;0
11747;C;0;0;0;0;0;0
1151;D;0;1;0;0;0;1
11897;E;0;0;0;0;0;0
11589;D;5;0;0;0;0;0
9409;E;0;0;0;0;0;0
1099;D;0;0;0;0;0;0
8717;C;5;13;0;0;0;0
2721;E;0;0;0;0;0;0
3443;D;0;8;0;0;0;8
3471;E;3;0;0;0;0;9
11891;E;0;0;0;0;0;0
4546;D;0;0;0;0;0;0
5780;B;4;5;12;0;0;0
6823;E;0;0;0;0;0;0
5071;C;1;2;10;0;0;10
10789;E;0;0;0;0;0;0
7527;E;0;0;0;0;0;0
9890;E;0;0;0;0;0;0
5639;D;4;4;0;0;0;4
1193;D;0;3;0;0;0;3
1421;C;0;0;5;0;0;5
3115;D;1;1;0;0;0;1
3697;E;0;0;0;0;0;0
8728;E;3;0;0;0;0;9
11429;D;0;0;0;0;0;0
4712;D;0;0;0;0;0;0
8499;D;5;0;0;0;0;0
9847;E;0;0;0;0;0;0
4012;D;4;0;0;0;0;0
8383;E;2;0;0;0;0;6
2442;D;0;1;0;0;0;1
1897;D;0;0;0;0;0;0
1933;D;0;0;0;0;0;0
8243;D;5;7;0;0;0;7
9777;D;5;0;0;0;0;0
9797;D;5;0;0;0;0;0
6724;D;6;0;0;0;0;0
5083;D;4;0;0;0;0;0
11116;D;5;0;0;0;0;0
8695;E;0;0;0;0;0;0
5569;E;3;0;0;0;0;9
1606;D;0;0;0;0;0;0
5166;E;3;0;0;0;0;9
6738;C;5;14;7;0;0;7
9080;E;0;0;0;0;0;0
4106;D;0;3;0;0;0;3
2685;B;0;9;12;0;0;0
5040;D;6;0;0;0;0;0
708;A;0;3;14;13;0;0
885;C;0;14;0;0;0;0
3058;E;0;0;0;0;0;0
2518;D;0;0;0;0;0;0
6566;E;0;0;0;0;0;0
