code;ratingc;e;d;c;b;a;resc
3154;D;0;0;0;0;0;0
10059;E;0;0;0;0;0;0
8744;E;0;0;0;0;0;0
2556;D;0;3;0;0;0;3
8745;E;0;0;0;0;0;0
5578;E;0;0;0;0;0;0
6635;E;1;0;0;0;0;3
3210;D;4;0;0;0;0;0
6562;E;0;0;0;0;0;0
8336;D;6;0;0;0;0;0
8519;E;1;0;0;0;0;3
5267;E;0;0;0;0;0;0
11042;E;0;0;0;0;0;0
7913;D;6;0;0;0;0;0
7916;D;6;0;0;0;0;0
6719;D;6;0;0;0;0;0
11066;E;0;0;0;0;0;0
5942;E;0;0;0;0;0;0
8724;E;0;0;0;0;0;0
827;C;0;0;7;0;0;7
2637;D;0;0;0;0;0;0
10114;D;3;1;0;0;0;1
5142;E;1;0;0;0;0;3
5860;D;6;0;0;0;0;0
7417;E;2;0;0;0;0;6
5577;D;4;0;0;0;0;0
6455;E;0;0;0;0;0;0
11648;E;1;0;0;0;0;3
11773;E;1;0;0;0;0;3
9838;D;0;1;0;0;0;1
9678;E;0;0;0;0;0;0
3048;E;0;0;0;0;0;0
3653;E;0;0;0;0;0;0
6067;E;0;0;0;0;0;0
3853;E;0;0;0;0;0;0
3421;D;5;0;0;0;0;0
5842;E;1;0;0;0;0;3
8848;D;5;0;0;0;0;0
9457;D;4;0;0;0;0;0
3888;E;0;0;0;0;0;0
6111;E;0;0;0;0;0;0
11806;E;0;0;0;0;0;0
6099;D;9;0;0;0;0;0
2172;B;0;12;14;0;0;0
11808;E;0;0;0;0;0;0
5075;E;0;0;0;0;0;0
6616;E;0;0;0;0;0;0
9233;E;0;0;0;0;0;0
5155;E;0;0;0;0;0;0
5756;D;4;0;1;0;0;2
2850;D;0;5;0;0;0;5
6878;D;6;1;0;0;0;1
6519;D;4;0;0;0;0;0
5609;C;4;12;0;0;0;0
6096;D;7;0;0;0;0;0
5783;C;6;13;0;0;0;0
1579;D;0;6;0;0;0;6
1894;D;0;0;0;0;0;0
1899;C;0;2;0;0;0;0
841;D;0;0;0;0;0;0
9369;E;0;0;0;0;0;0
10859;D;5;0;0;0;0;0
1572;A;0;13;14;12;0;0
9815;E;0;0;0;0;0;0
10714;E;0;0;0;0;0;0
10107;E;0;0;0;0;0;0
7495;E;0;0;0;0;0;0
10158;E;2;0;0;0;0;6
9447;C;6;12;0;0;0;0
2944;D;0;0;0;0;0;0
11800;E;0;0;0;0;0;0
8069;E;3;0;0;0;0;9
4955;E;1;0;0;0;0;3
2822;D;0;0;0;0;0;0
6918;E;0;0;0;0;0;0
4667;D;0;3;0;0;0;3
6257;E;0;0;0;0;0;0
7039;D;6;0;0;0;0;0
11290;E;0;0;0;0;0;0
10136;D;0;1;0;0;0;1
3650;A;0;0;13;4;5;0
2553;D;0;0;0;0;0;0
4055;C;4;14;2;0;0;2
10847;E;0;0;0;0;0;0
8215;D;7;0;0;0;0;0
6602;E;0;0;0;0;0;0
8267;D;5;0;0;0;0;0
3682;D;5;0;0;0;0;0
3349;B;0;14;12;2;0;2
5185;E;0;0;0;0;0;0
4110;C;0;14;8;0;0;8
9651;E;0;0;0;0;0;0
5765;B;0;12;16;8;0;8
6728;C;0;14;1;0;0;1
1793;C;0;15;3;0;0;3
5482;D;4;0;0;0;0;0
1366;A;0;12;14;13;0;0
7967;E;0;0;0;0;0;0
1189;D;0;0;0;0;0;0
10381;E;0;0;0;0;0;0
11481;E;0;0;0;0;0;0
6902;E;0;0;0;0;0;0
9248;C;7;11;2;0;0;2
657;B;0;0;12;0;0;0
1937;D;0;1;0;0;0;1
11711;D;6;0;0;0;0;0
3735;D;7;4;0;0;0;4
10743;E;0;0;0;0;0;0
3031;E;0;0;0;0;0;0
11801;E;0;0;0;0;0;0
6425;E;0;0;0;0;0;0
1361;C;0;13;8;0;0;8
8188;E;0;0;0;0;0;0
4496;E;0;0;0;0;0;0
5535;D;5;2;0;0;0;2
10633;D;4;0;0;0;0;0
5723;D;0;8;0;0;0;8
4094;E;3;0;0;0;0;9
8666;D;0;0;0;0;0;0
7966;D;5;0;0;0;0;0
9520;E;0;0;0;0;0;0
10463;D;5;0;0;0;0;0
6891;B;6;4;13;0;0;0
8654;D;4;0;0;0;0;0
1399;D;0;0;0;0;0;0
8664;E;0;0;0;0;0;0
5448;E;0;0;0;0;0;0
3864;E;0;0;0;0;0;0
6826;E;0;0;0;0;0;0
2545;D;0;1;0;0;0;1
6779;D;4;2;0;0;0;2
11844;E;0;0;0;0;0;0
9162;E;0;0;0;0;0;0
7997;E;0;0;0;0;0;0
3016;C;4;12;1;3;0;7
6057;D;4;0;0;0;0;0
2496;C;0;12;11;0;0;11
2876;C;4;14;0;0;0;0
4957;E;0;0;0;0;0;0
7389;C;0;0;0;3;0;6
8005;D;4;0;0;0;0;0
8696;E;2;0;0;0;0;6
6636;E;0;0;0;0;0;0
1887;D;0;0;0;0;0;0
7914;E;0;0;0;0;0;0
5218;E;0;0;0;0;0;0
1450;A;0;0;0;14;0;0
1400;A;0;5;6;7;4;0
11347;E;0;0;0;0;0;0
5878;D;6;5;0;0;0;5
11745;E;0;0;0;0;0;0
2527;D;0;0;0;0;0;0
4600;E;1;0;0;0;0;3
2752;C;7;12;1;0;0;1
4507;C;0;0;0;0;0;0
8838;E;0;0;0;0;0;0
10083;E;0;0;0;0;0;0
11208;E;0;0;0;0;0;0
3918;C;8;15;10;0;0;10
10168;D;6;0;0;0;0;0
7253;D;0;0;1;0;0;2
1344;B;0;1;15;0;0;0
7957;E;0;0;0;0;0;0
9469;E;0;0;0;0;0;0
5443;D;5;0;0;0;0;0
11059;E;0;0;0;0;0;0
5326;E;3;0;0;0;0;9
6377;E;2;0;0;0;0;6
6362;E;2;0;0;0;0;6
4915;E;0;0;0;0;0;0
11460;D;5;0;0;0;0;0
11043;E;0;0;0;0;0;0
312;D;0;0;0;0;0;0
11170;E;0;0;0;0;0;0
10509;D;0;9;0;0;0;9
4338;E;0;0;0;0;0;0
9863;B;0;13;12;0;0;0
10918;D;5;7;0;0;0;7
5381;E;0;0;0;0;0;0
1082;D;0;0;0;0;0;0
7866;E;3;0;0;0;0;9
5652;E;0;0;0;0;0;0
8036;E;0;0;0;0;0;0
8682;E;0;0;0;0;0;0
5499;D;7;0;0;0;0;0
11252;E;1;0;0;0;0;3
10635;D;4;0;0;0;0;0
11877;E;0;0;0;0;0;0
5713;D;5;0;0;0;0;0
5760;E;0;0;0;0;0;0
9237;D;6;2;0;0;0;2
11236;E;0;0;0;0;0;0
6442;E;0;0;0;0;0;0
2101;D;0;0;0;0;0;0
2054;C;0;0;0;0;0;0
2366;B;0;12;14;5;0;5
4241;E;3;0;0;0;0;9
2153;E;0;0;0;0;0;0
10649;D;4;0;0;0;0;0
10137;E;0;0;0;0;0;0
3825;E;0;0;0;0;0;0
8804;E;0;0;0;0;0;0
2130;D;0;0;0;0;0;0
10230;E;0;0;0;0;0;0
10875;D;4;0;0;0;0;0
9911;E;0;0;0;0;0;0
1049;B;0;0;0;0;0;0
6460;D;6;1;1;0;0;3
1807;C;0;14;6;0;0;6
8475;D;4;3;0;0;0;3
828;D;0;0;0;0;0;0
4554;A;2;15;15;13;0;0
4950;D;0;0;0;0;0;0
4968;D;0;0;0;0;0;0
9251;C;0;0;0;0;0;0
10013;E;0;0;0;0;0;0
8940;D;4;0;0;0;0;0
4018;E;3;0;0;0;0;9
6927;E;0;0;0;0;0;0
7974;E;0;0;0;0;0;0
1946;D;0;0;0;0;0;0
1924;D;0;0;0;0;0;0
5533;E;0;0;0;0;0;0
2170;C;0;15;1;0;0;1
7453;D;4;8;0;0;0;8
11139;E;1;0;0;0;0;3
2687;D;4;6;0;0;0;6
11712;E;2;0;0;0;0;6
7970;D;5;0;0;0;0;0
1301;D;0;0;0;0;0;0
1379;D;0;0;0;0;0;0
9494;E;2;0;0;0;0;6
7191;B;4;12;12;0;0;0
1787;C;0;12;0;0;0;0
5182;D;4;6;0;0;0;6
11062;E;0;0;0;0;0;0
8830;E;2;0;0;0;0;6
4952;E;3;0;0;0;0;9
9510;D;4;0;0;0;0;0
11645;E;0;0;0;0;0;0
3384;D;0;0;0;0;0;0
4195;D;8;0;0;0;0;0
8046;D;4;0;0;0;0;0
5757;D;6;0;0;0;0;0
11603;E;0;0;0;0;0;0
6966;E;0;0;0;0;0;0
3247;D;5;0;0;0;0;0
8674;C;8;13;0;0;0;0
8651;C;8;13;0;0;0;0
8938;D;5;0;0;0;0;0
4786;E;0;0;0;0;0;0
9795;D;4;0;0;0;0;0
4941;E;2;0;0;0;0;6
1944;D;0;0;0;0;0;0
8431;D;4;0;0;0;0;0
9306;D;4;0;0;0;0;0
2399;B;0;0;12;4;0;4
829;A;0;7;15;12;0;0
6025;E;0;0;0;0;0;0
5173;D;4;0;0;0;0;0
1585;D;0;2;0;0;0;2
1716;D;0;0;0;0;0;0
3741;E;1;0;0;0;0;3
10969;E;0;0;0;0;0;0
5838;D;5;0;0;0;0;0
7555;E;0;0;0;0;0;0
10657;D;7;0;0;0;0;0
6994;C;4;13;0;0;0;0
10556;E;0;0;0;0;0;0
2036;D;0;0;0;0;0;0
6152;E;0;0;0;0;0;0
1380;D;0;0;0;0;0;0
6766;E;0;0;0;0;0;0
7356;D;6;0;0;0;0;0
3208;D;8;0;0;0;0;0
9219;D;4;0;0;0;0;0
3163;A;0;0;13;12;0;0
8826;E;0;0;0;0;0;0
3009;D;6;0;0;0;0;0
3380;D;0;0;0;0;0;0
4359;D;4;0;0;0;0;0
4698;E;0;0;0;0;0;0
9215;C;0;12;0;0;0;0
4532;E;0;0;0;0;0;0
9177;E;1;0;0;0;0;3
5120;E;0;0;0;0;0;0
7865;C;5;12;0;0;0;0
9535;E;0;0;0;0;0;0
8424;E;0;0;0;0;0;0
2937;A;0;0;16;16;0;0
5422;B;0;13;12;0;0;0
3545;E;0;0;0;0;0;0
9091;E;0;0;0;0;0;0
2135;C;0;0;1;0;0;1
3614;E;0;0;0;0;0;0
830;D;0;0;0;0;0;0
3753;D;5;0;0;0;0;0
3348;D;3;4;0;0;0;4
4885;C;4;13;9;0;0;9
2470;D;0;4;0;0;0;4
2762;D;0;4;0;0;0;4
3935;C;0;0;2;0;0;2
11196;E;1;0;0;0;0;3
2276;B;0;0;12;0;0;0
10017;E;1;0;0;0;0;3
1272;B;0;12;12;6;1;8
7954;E;0;0;0;0;0;0
4800;D;0;3;0;0;0;3
2788;D;0;0;0;0;0;0
11089;E;0;0;0;0;0;0
7938;D;6;0;0;0;0;0
6071;E;0;0;0;0;0;0
4683;D;0;4;0;0;0;4
4662;D;0;6;0;0;0;6
9941;D;0;0;0;0;0;0
8057;D;5;0;0;0;0;0
7608;D;6;1;0;0;0;1
10658;E;0;0;0;0;0;0
10667;E;0;0;0;0;0;0
11794;E;3;0;0;0;0;9
831;C;0;4;3;0;0;3
3003;E;0;0;0;0;0;0
4007;D;0;0;0;0;0;0
4872;D;5;0;0;0;0;0
2865;C;1;14;0;0;0;0
7256;D;7;0;0;0;0;0
2239;D;0;10;0;0;0;10
8950;D;5;0;0;0;0;0
4006;B;0;16;15;1;0;1
10103;D;7;0;0;0;0;0
6824;D;1;11;0;0;0;11
9204;E;0;0;0;0;0;0
5589;D;5;0;0;0;0;0
4113;E;0;0;0;0;0;0
2412;D;0;0;0;0;0;0
2433;D;0;0;0;0;0;0
5892;D;4;0;0;0;0;0
11890;E;0;0;0;0;0;0
4595;E;0;0;0;0;0;0
10796;E;0;0;0;0;0;0
2996;C;4;15;9;0;0;9
11845;E;0;0;0;0;0;0
3152;D;0;0;0;0;0;0
10052;D;0;9;0;0;0;9
9515;E;0;0;0;0;0;0
1863;D;0;2;0;0;0;2
1266;D;0;0;0;0;0;0
4767;C;6;6;9;0;0;9
2216;D;0;2;0;0;0;2
2404;C;0;12;0;0;0;0
1274;C;0;12;6;0;0;6
6631;E;0;0;0;0;0;0
11124;E;0;0;0;0;0;0
1393;D;0;0;0;0;0;0
7297;E;0;0;0;0;0;0
1180;D;0;0;0;0;0;0
10507;E;0;0;0;0;0;0
2217;D;0;0;0;0;0;0
7803;C;5;12;0;0;0;0
10217;E;0;0;0;0;0;0
1511;C;0;0;2;0;0;2
6200;E;0;0;0;0;0;0
5085;D;4;0;0;0;0;0
7509;E;0;0;0;0;0;0
5232;D;6;0;0;0;0;0
6478;E;0;0;0;0;0;0
6205;D;6;0;0;0;0;0
3224;D;0;0;0;0;0;0
3222;E;1;0;0;0;0;3
7992;E;0;0;0;0;0;0
5607;E;0;0;0;0;0;0
11159;E;0;0;0;0;0;0
5870;D;6;2;0;0;0;2
5869;E;2;0;0;0;0;6
4604;E;0;0;0;0;0;0
10400;E;0;0;0;0;0;0
6936;E;0;0;0;0;0;0
9884;D;4;0;0;0;0;0
4179;E;0;0;0;0;0;0
6612;B;6;14;12;0;0;0
6548;D;4;0;0;0;0;0
7522;D;5;0;0;0;0;0
5254;D;4;0;0;0;0;0
6031;E;0;0;0;0;0;0
1810;C;0;0;0;0;0;0
6309;C;2;10;2;0;0;2
3012;D;6;0;0;0;0;0
6153;C;6;13;0;0;0;0
7179;D;4;0;0;0;0;0
3937;E;0;0;0;0;0;0
8268;E;1;0;0;0;0;3
7196;E;0;0;0;0;0;0
8207;E;0;0;0;0;0;0
2706;D;6;2;0;0;0;2
7413;C;5;12;4;0;0;4
3095;C;0;0;2;0;0;2
8009;E;0;0;0;0;0;0
6013;E;0;0;0;0;0;0
7222;E;0;0;0;0;0;0
5174;D;0;11;0;0;0;11
4615;E;0;0;0;0;0;0
5924;D;0;0;0;0;0;0
9032;E;0;0;0;0;0;0
8595;D;9;0;0;0;0;0
7373;E;0;0;0;0;0;0
6102;D;6;0;0;0;0;0
3526;D;0;0;0;0;0;0
10750;E;0;0;0;0;0;0
5053;D;6;0;0;0;0;0
10231;D;5;0;0;0;0;0
10522;E;0;0;0;0;0;0
2511;D;0;3;0;0;0;3
9047;D;4;0;0;0;0;0
7456;E;0;0;0;0;0;0
5310;D;4;0;0;0;0;0
9346;E;1;0;0;0;0;3
10266;D;5;0;0;0;0;0
3062;D;0;0;0;0;0;0
4780;B;5;12;13;0;0;0
4265;E;1;0;0;0;0;3
4593;D;7;0;0;0;0;0
1481;C;0;0;0;0;0;0
3110;E;1;0;0;0;0;3
9495;D;6;0;0;0;0;0
2888;E;0;0;0;0;0;0
4163;D;4;0;0;0;0;0
2700;D;4;0;0;0;0;0
6208;E;0;0;0;0;0;0
11325;D;5;0;0;0;0;0
8774;E;0;0;0;0;0;0
7366;D;7;0;0;0;0;0
2719;D;4;0;0;0;0;0
4829;E;0;0;0;0;0;0
8133;E;1;0;0;0;0;3
4673;C;0;7;9;0;0;9
9856;E;1;0;0;0;0;3
9347;E;0;0;0;0;0;0
2667;D;0;0;0;0;0;0
2078;D;0;0;0;0;0;0
2090;D;0;0;0;0;0;0
7475;D;5;0;0;0;0;0
4731;E;0;0;0;0;0;0
832;C;0;0;0;0;0;0
6206;D;4;0;0;0;0;0
3433;E;0;0;0;0;0;0
3897;C;6;12;0;0;0;0
7640;E;1;0;0;0;0;3
7441;D;4;0;0;0;0;0
10950;E;0;0;0;0;0;0
10447;E;0;0;0;0;0;0
6452;E;0;0;0;0;0;0
11543;E;0;0;0;0;0;0
10908;E;0;0;0;0;0;0
11534;E;0;0;0;0;0;0
1297;C;0;12;2;0;0;2
6862;D;5;0;0;0;0;0
7585;E;1;0;0;0;0;3
6241;E;2;0;0;0;0;6
1598;C;0;0;0;0;0;0
11469;E;0;0;0;0;0;0
8193;E;0;0;0;0;0;0
6661;E;0;0;0;0;0;0
4459;E;0;0;0;0;0;0
5456;E;1;0;0;0;0;3
1529;D;0;0;0;0;0;0
2415;D;0;0;0;0;0;0
9586;E;2;0;0;0;0;6
5545;D;4;0;0;0;0;0
6364;D;5;0;0;0;0;0
4525;E;0;0;0;0;0;0
7170;D;5;0;0;0;0;0
3077;E;1;0;0;0;0;3
4851;E;3;0;0;0;0;9
3668;E;0;0;0;0;0;0
702;B;0;0;11;2;0;2
1390;A;0;12;14;12;0;0
1600;D;0;0;0;0;0;0
1993;C;0;0;3;0;0;3
5812;E;1;0;0;0;0;3
9840;E;0;0;0;0;0;0
11300;E;0;0;0;0;0;0
6202;C;3;13;0;0;0;0
9696;D;4;0;0;0;0;0
7548;E;1;0;0;0;0;3
1371;D;0;0;0;0;0;0
4377;B;2;12;14;1;0;1
10376;E;0;0;0;0;0;0
6484;D;6;0;0;0;0;0
6090;E;0;0;0;0;0;0
9050;E;3;0;0;0;0;9
5679;E;0;0;0;0;0;0
2201;D;0;4;0;0;0;4
11472;E;1;0;0;0;0;3
4721;D;0;0;0;0;0;0
10993;E;0;0;0;0;0;0
10978;E;0;0;0;0;0;0
8398;E;0;0;0;0;0;0
8771;D;5;0;0;0;0;0
4991;C;4;13;0;0;0;0
8932;E;0;0;0;0;0;0
2601;D;0;0;0;0;0;0
11197;D;6;0;0;0;0;0
1767;D;0;1;0;0;0;1
3683;E;0;0;0;0;0;0
7972;E;1;0;0;0;0;3
3325;D;5;0;0;0;0;0
11271;D;4;0;0;0;0;0
7508;E;0;0;0;0;0;0
10297;D;5;0;0;0;0;0
10643;D;6;0;0;0;0;0
5930;D;7;0;0;0;0;0
4574;D;0;0;0;0;0;0
2043;D;0;0;0;0;0;0
8524;E;0;0;0;0;0;0
2661;D;0;0;0;0;0;0
2726;D;0;1;0;0;0;1
10751;D;1;6;0;0;0;6
3929;D;4;1;0;0;0;1
833;D;0;0;0;0;0;0
11612;E;0;0;0;0;0;0
2265;D;0;0;0;0;0;0
9240;E;1;0;0;0;0;3
933;C;0;0;0;0;0;0
11588;E;0;0;0;0;0;0
8619;E;0;0;0;0;0;0
10076;D;5;0;0;0;0;0
3686;E;0;0;0;0;0;0
3968;E;0;0;0;0;0;0
3984;E;0;0;0;0;0;0
4245;E;0;0;0;0;0;0
7296;E;0;0;0;0;0;0
8172;E;3;0;0;0;0;9
3408;B;6;1;13;0;0;0
3946;D;5;0;0;0;0;0
4825;B;4;14;12;0;0;0
3480;E;0;0;0;0;0;0
9475;D;4;0;0;0;0;0
8637;E;0;0;0;0;0;0
1759;C;0;13;0;0;0;0
11370;E;0;0;0;0;0;0
11371;E;1;0;0;0;0;3
6753;E;0;0;0;0;0;0
10558;E;0;0;0;0;0;0
10581;E;0;0;0;0;0;0
5124;E;0;0;0;0;0;0
5356;E;0;0;0;0;0;0
11823;E;1;0;0;0;0;3
5852;D;5;2;0;0;0;2
8601;D;5;2;0;0;0;2
9417;D;4;7;1;0;0;9
1765;D;0;0;0;0;0;0
5994;B;9;13;13;6;0;6
4486;C;4;13;0;0;0;0
7392;E;3;0;0;0;0;9
5476;D;8;3;0;0;0;3
834;D;0;2;0;0;0;2
4944;E;0;0;0;0;0;0
1623;A;0;14;14;13;0;0
6681;D;7;0;0;0;0;0
6422;E;3;0;0;0;0;9
9033;C;8;12;0;0;0;0
10554;D;5;0;0;0;0;0
8819;E;0;0;0;0;0;0
4030;E;1;0;0;0;0;3
9259;E;1;0;0;0;0;3
8225;D;0;0;0;0;0;0
8050;E;0;0;0;0;0;0
2586;D;0;0;0;0;0;0
5921;B;0;0;13;0;0;0
8867;E;0;0;0;0;0;0
4079;D;0;0;0;0;0;0
3165;D;0;1;0;0;0;1
5103;E;0;0;0;0;0;0
2251;C;0;0;0;0;0;0
8226;E;0;0;0;0;0;0
1775;D;0;0;0;0;0;0
1570;D;0;0;0;0;0;0
8565;C;0;14;0;0;0;0
5324;D;6;0;0;0;0;0
3954;D;0;2;0;0;0;2
6844;D;5;0;0;0;0;0
1480;C;0;0;0;0;0;0
4218;E;0;0;0;0;0;0
10523;D;6;0;0;0;0;0
9166;D;4;0;0;0;0;0
9176;D;4;0;0;0;0;0
1268;D;0;0;0;0;0;0
5133;E;1;0;0;0;0;3
9640;E;0;0;0;0;0;0
3959;D;0;0;0;0;0;0
2165;D;0;0;0;0;0;0
8410;E;0;0;0;0;0;0
9497;D;6;0;0;0;0;0
2868;E;0;0;0;0;0;0
4160;D;8;0;0;0;0;0
4500;C;6;12;0;0;0;0
7057;E;0;0;0;0;0;0
6262;E;2;0;0;0;0;6
5283;E;0;0;0;0;0;0
5613;C;5;8;3;0;0;3
4466;D;0;0;0;0;0;0
9275;E;0;0;0;0;0;0
11450;E;0;0;0;0;0;0
8866;E;3;0;0;0;0;9
6226;E;2;0;0;0;0;6
6691;E;3;0;0;0;0;9
8503;D;6;0;0;0;0;0
2455;C;0;1;0;0;0;0
5248;D;4;0;0;0;0;0
11547;D;7;0;0;0;0;0
7133;E;3;0;0;0;0;9
3566;D;0;1;0;0;0;1
9257;E;0;0;0;0;0;0
11049;E;0;0;0;0;0;0
6059;D;4;0;0;0;0;0
10365;E;0;0;0;0;0;0
4452;D;4;0;0;0;0;0
7367;E;0;0;0;0;0;0
7586;E;0;0;0;0;0;0
5164;E;0;0;0;0;0;0
8025;B;0;0;13;0;0;0
1938;C;0;14;10;0;0;10
3691;E;0;0;0;0;0;0
502;A;0;0;0;0;0;0
10337;D;6;0;0;0;0;0
7046;D;5;2;0;0;0;2
8802;E;0;0;0;0;0;0
8528;E;2;0;0;0;0;6
11357;E;0;0;0;0;0;0
5007;E;0;0;0;0;0;0
7005;D;9;0;0;0;0;0
3216;D;3;0;0;0;0;0
10623;E;0;0;0;0;0;0
3423;D;4;1;0;0;0;1
7201;D;4;0;0;0;0;0
8250;E;0;0;0;0;0;0
4636;E;0;0;0;0;0;0
8966;D;4;0;0;0;0;0
3135;D;0;0;0;0;0;0
3367;E;1;0;0;0;0;3
6819;E;0;0;0;0;0;0
9128;E;0;0;0;0;0;0
10267;E;0;0;0;0;0;0
5137;E;0;0;0;0;0;0
8945;D;5;4;0;0;0;4
4101;D;0;1;0;0;0;1
11549;D;7;0;0;0;0;0
6865;C;7;14;0;0;0;0
1141;D;0;2;0;0;0;2
4571;E;1;0;0;0;0;3
544;C;0;0;4;0;0;4
2751;B;0;11;13;0;0;0
1489;C;0;0;0;0;0;0
4962;C;7;12;8;0;0;8
8812;E;0;0;0;0;0;0
7461;E;0;0;0;0;0;0
10420;E;0;0;0;0;0;0
4120;D;5;1;0;0;0;1
3227;B;5;15;12;0;0;0
5899;D;5;0;0;0;0;0
2000;D;0;0;0;0;0;0
1719;D;0;2;0;0;0;2
11272;E;0;0;0;0;0;0
4257;E;0;0;0;0;0;0
5768;D;4;0;0;0;0;0
5332;B;1;12;14;0;0;0
1347;C;0;15;3;0;0;3
5779;D;7;4;0;0;0;4
2787;E;0;0;0;0;0;0
11786;E;0;0;0;0;0;0
11580;C;0;0;0;0;0;0
1738;D;0;2;0;0;0;2
10542;E;0;0;0;0;0;0
7017;D;8;0;0;0;0;0
7313;E;0;0;0;0;0;0
2811;B;4;14;13;0;0;0
6468;C;4;12;5;0;0;5
10130;D;6;0;0;0;0;0
4152;D;2;1;0;0;0;1
7132;E;0;0;0;0;0;0
10934;E;0;0;0;0;0;0
7230;E;0;0;0;0;0;0
5707;E;0;0;0;0;0;0
4547;E;0;0;0;0;0;0
6529;C;1;12;0;0;0;0
10190;E;0;0;0;0;0;0
10620;E;0;0;0;0;0;0
10651;E;0;0;0;0;0;0
6957;D;4;0;0;0;0;0
6509;D;4;0;0;0;0;0
10041;D;5;1;0;0;0;1
1513;C;0;0;0;0;0;0
4172;E;0;0;0;0;0;0
8088;E;0;0;0;0;0;0
5392;E;0;0;0;0;0;0
10529;D;6;0;0;0;0;0
8481;D;5;0;0;0;0;0
8662;E;0;0;0;0;0;0
6560;D;5;0;0;0;0;0
11127;D;4;0;0;0;0;0
7023;E;1;0;0;0;0;3
7687;D;6;0;0;0;0;0
7782;C;6;14;0;0;0;0
7322;D;7;0;0;0;0;0
644;B;0;0;14;2;0;2
6121;E;0;0;0;0;0;0
1435;C;0;13;0;0;0;0
4239;E;0;0;0;0;0;0
11593;E;0;0;0;0;0;0
11117;E;0;0;0;0;0;0
939;D;0;7;0;0;0;7
10418;E;0;0;0;0;0;0
2323;A;0;11;12;12;0;0
10820;E;0;0;0;0;0;0
2386;D;0;0;0;0;0;0
4122;D;4;0;0;0;0;0
3223;E;0;0;0;0;0;0
9303;D;5;0;0;0;0;0
8730;E;0;0;0;0;0;0
585;B;0;0;0;5;0;5
836;D;0;2;0;0;0;2
4623;E;0;0;0;0;0;0
5740;E;0;0;0;0;0;0
5144;D;4;0;0;0;0;0
11314;D;5;0;0;0;0;0
10591;E;0;0;0;0;0;0
1107;C;0;0;0;0;0;0
6950;D;4;0;0;0;0;0
1229;D;0;4;0;0;0;4
837;B;0;15;12;0;0;0
5244;D;8;0;0;0;0;0
9724;E;1;0;0;0;0;3
6023;D;4;0;0;0;0;0
8374;E;2;0;0;0;0;6
4024;E;1;0;0;0;0;3
11639;D;5;0;0;0;0;0
6730;D;4;0;0;0;0;0
7130;D;6;8;0;0;0;8
4774;B;5;12;13;0;0;0
11266;E;0;0;0;0;0;0
9478;E;0;0;0;0;0;0
3425;D;4;0;0;0;0;0
1241;D;0;3;0;0;0;3
9750;E;1;0;0;0;0;3
7211;D;4;0;0;0;0;0
7653;E;0;0;0;0;0;0
2825;E;0;0;0;0;0;0
8253;D;4;0;0;0;0;0
4476;D;0;4;0;0;0;4
3446;E;0;0;0;0;0;0
9906;E;0;0;0;0;0;0
7845;E;0;0;0;0;0;0
5042;E;0;0;0;0;0;0
8578;E;0;0;0;0;0;0
838;D;0;0;0;0;0;0
2975;D;0;0;0;0;0;0
9542;D;5;0;0;0;0;0
1424;D;0;0;0;0;0;0
10309;E;3;0;0;0;0;9
10317;E;3;0;0;0;0;9
1589;D;0;3;0;0;0;3
3967;E;2;0;0;0;0;6
11474;E;0;0;0;0;0;0
7540;D;5;0;0;0;0;0
2025;C;0;0;1;0;0;1
4555;D;0;0;0;0;0;0
2136;D;0;0;0;0;0;0
9660;E;1;0;0;0;0;3
7471;E;1;0;0;0;0;3
11557;E;3;0;0;0;0;9
11509;D;6;0;0;0;0;0
1127;D;0;7;0;0;0;7
10654;E;0;0;0;0;0;0
10099;E;0;0;0;0;0;0
2147;D;0;8;0;0;0;8
9472;D;8;0;0;0;0;0
8252;E;0;0;0;0;0;0
6154;D;4;1;0;0;0;1
7428;E;0;0;0;0;0;0
6231;B;1;15;13;3;0;3
8013;E;0;0;0;0;0;0
3057;E;1;0;0;0;0;3
3089;E;1;0;0;0;0;3
10425;D;0;0;0;0;0;0
5390;E;0;0;0;0;0;0
4008;D;0;0;0;0;0;0
9905;D;0;6;0;0;0;6
1948;C;0;13;0;0;0;0
10863;E;0;0;0;0;0;0
3971;E;0;0;0;0;0;0
3991;E;0;0;0;0;0;0
8325;E;0;0;0;0;0;0
8783;C;6;13;9;0;0;9
11388;E;0;0;0;0;0;0
3107;C;0;16;0;0;0;0
6984;E;1;0;0;0;0;3
8344;E;0;0;0;0;0;0
4741;E;0;0;0;0;0;0
6622;D;4;0;0;0;0;0
8602;C;0;0;0;0;0;0
11592;E;0;0;0;0;0;0
8316;E;0;0;0;0;0;0
2622;D;0;0;0;0;0;0
10432;E;0;0;0;0;0;0
3260;C;5;16;4;0;0;4
4830;E;0;0;0;0;0;0
9123;E;1;0;0;0;0;3
11817;E;3;0;0;0;0;9
1488;C;0;0;0;0;0;0
5385;E;0;0;0;0;0;0
2924;A;0;0;16;16;0;0
7530;E;0;0;0;0;0;0
11533;D;4;0;0;0;0;0
10833;D;4;0;0;0;0;0
7171;D;4;0;0;0;0;0
4388;D;0;0;0;0;0;0
10671;E;1;0;0;0;0;3
1747;D;0;0;0;0;0;0
839;C;0;0;0;0;0;0
10725;D;0;0;0;0;0;0
9379;D;6;0;0;0;0;0
10500;E;0;0;0;0;0;0
6674;E;0;0;0;0;0;0
